,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
10,United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,83.79032276000001,83.47061800600001,83.96390383399999,84.530087728,84.57224357999999,84.792563468,85.23286227400001,85.32928944599999,86.136777484,86.20995831399999,83.8381008,78.644674708,78.573435764,78.265869064,76.997167974,77.56750506799999,77.97339672400001,77.258591,77.273083358,77.10707634600001,77.51768962599999,79.518288684,79.17398763000001,79.175323222,79.25727586800001,79.32309970000001,79.468883236,80.066377892,80.65451813199999,80.73285743,80.69888592800001,80.85737859599999,81.50493813400001,84.28851414800002,84.30491280999999,84.902845138,84.339763814,82.994088458,82.076194306,80.96726356,83.59796610800001,84.316086946,84.23569023600001,84.307151632,85.68641195000001,83.46231078999999,85.43354188200001,83.36162268199999,85.65723533999999,85.573322058,84.90013561999999,78.58,85.831473916,87.342702026,87.69,85.818065534,86.73443154399999,85.22,88.082604514,88.112640078,89.57496807800001,91.25,89.637724878,81.41757129999999
11,United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,47.616,52.8,52.5,52.17999999999999,52.36,53.88000000000001,53.959999999999994,54.6,54.720000000000006,55.75999999999999,57.34000000000001,53.479164124,54.349880217999996,60.519999999999996,56.986828156,62.52,60.56,59.543313904,60.147643738,60.520309906,58.080978118,61.2275177,60.838075866,60.883578186,62.04476577800001,62.642802124,63.57034789999999,64.246876374,64.81442474400001,64.59404602,64.266573792,64.88936141399999,62.897000000000006,62.80399195,63.261055926,64.332748144,64.268914246,63.8066,63.333265960000006,63.901199999999996,64.1884,63.2846,63.4908,61.4226,61.2642,63.916401832,61.4562,60.77760000000001,60.281600000000005,58.2038,57.0724,47.19,56.90560000000001,59.93445626199999,59.86,59.263708111999996,61.85431964199999,64.57,61.811806127999986,60.039898322,60.499222456,57.72,57.452999999999996,57.8534
12,United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,49.901155214,44.79591314,44.861998185999994,45.863906318,46.432996376,31.634764078,47.825421638,49.277674430000005,49.776278768000005,50.35457020599999,83.17292175200001,64.042609986,80.197207394,68.52560719,64.861829436,91.3401947,68.754798586,70.23015460399999,83.25227209600001,90.649462892,95.034423828,96.092756654,100.612887572,99.87895203599999,100.207066344,98.98174589999999,99.36736755199999,99.499742126,77.30126505199999,85.01823529999999,96.60489655,96.640092546,95.441184184,97.457618836,96.53051638400001,96.54522099800002,96.37566379999998,98.105978284,97.074142588,98.85963145199999,96.87699438199999,96.898816392,96.30210871400001,96.079407788,96.67937765,96.189928562,96.217690844,96.24545968999999,96.27323525199999,96.30101726000001,96.441954132,94.2,96.71499553,96.85162255600001,97.37,97.098536108,97.208698716,98.37,97.42882831000001,97.538776788,97.64863564800001,97.42,97.862516568,81.41757129999999
13,United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,49.901155214,60.72382066,60.758001394000004,61.757568318,62.28408802399999,52.175186516,63.547786652,64.89420884799999,65.224561254,65.604803928,66.83561792,64.04260998599999,80.197207394,65.6073836,73.473625678,83.16132086,75.849034192,77.47751559399998,83.252272096,85.10872564799999,92.0131485,94.389341734,97.695429992,97.49950561600001,97.882870484,96.40495758,96.957363892,94.19948730600001,82.5060792,84.01823529999999,92.31501464800002,89.331430082,88.11519605999999,74.811895838,81.343975932,87.508372504,90.94187011599999,91.592979466,92.50427259599999,92.795603958,92.62382980800001,92.44735104600001,92.28548270799999,93.812042332,93.305163596,93.52022569800002,93.630287226,93.830798362,94.08426506999999,93.69979544200001,92.45282088200001,89.94,92.38901805,92.38427213000001,94.35,93.585580634,94.200293808,94.38,94.56070704999999,93.183093098,94.81382749400001,96.38,94.03696231199999,81.41757129999999
14,United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,83.79032276,83.47061800600001,83.96390383399999,84.530087728,84.57224358,84.79256346800001,85.23286227400001,85.32928944599999,86.13677748399999,86.209958314,83.8381008,82.39382338,82.170025624,81.6472914,80.11204497599999,80.411070408,80.49954511199999,79.535018542,79.172512884,78.760643442,78.978092394,80.76382115199999,80.24870616800001,80.165955682,80.094662256,79.93618541400001,79.902270392,80.326815162,80.787275088,80.72447942,80.70652990800001,80.852459862,81.47367850399999,84.28851414799999,84.30491280999999,84.902845138,84.33976381400001,82.67740438400001,82.076194306,80.646605744,83.597966108,84.100396182,86.662334938,86.529775446,84.58041195,82.36371079,83.042465104,82.411983442,82.090059638,82.130679512,81.91951071999999,76.13,84.527805642,85.79884085799999,87.56,88.348902022,89.93956470200001,86.94,88.465569602,89.98888672000001,89.76872876,93.8,89.43743451,81.41757129999999
15,United States,USA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,47032684672.4305,43027814116.630455,46120931790.32097,44736777965.916985,47616392151.209625,49751270116.80409,54743843590.96967,56937998634.94723,60499418942.301025,63071020085.98362,205015051680.41306,211194350821.88538,209704718097.99026,226328976547.39502,229992371044.82086,227202291094.0524,246736503431.64465,263204589973.5048,281734482992.2959,296248350556.23035,291253887195.0613,306435564653.7146,312484380824.034,330819500090.11816,360366550144.4086,378693138922.31616,392246183135.02637,413420706307.94653,453545289032.6132,453387315066.0265,480484704584.97095,457118814640.69836,499835338694.709,505983194501.6309,524152261732.3976,518573238487.3602,521862389361.2652,644204867972.6427,632692804659.817,717077527455.7286,658270086798.3352,716783055698.9043,683183866080.2429,725945001414.8386,742515694596.2616,750452446716.2711,822950114283.9512,897369319628.1638,870643022044.5172,857944538514.5852,825860824736.1875,877757545999.5184,897217034206.6821,896877323029.96,874685646204.0812,910321006687.6195,929491083851.8596,995586104332.0763,1038205011419.8893,1073081832098.5381,1144834557998.3784,1416969473843.6836,1805801641377.6313,4839526.9884114135
16,United States,USA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,47032684672.4305,43027814116.630455,46120931790.32097,44736777965.916985,47616392151.209625,49751270116.80409,54743843590.96967,56937998634.94723,60499418942.301025,63071020085.98362,205015051680.41306,211194350821.88538,209704718097.99026,226328976547.39502,229992371044.82086,227202291094.0524,246736503431.64465,263204589973.5048,281734482992.2959,296248350556.23035,291253887195.0613,306435564653.7146,312484380824.034,330819500090.11816,360366550144.4086,378693138922.31616,392246183135.02637,413420706307.94653,453545289032.6132,453387315066.0265,480484704584.97095,457118814640.69836,499835338694.709,505983194501.6309,524152261732.3976,518573238487.3602,521862389361.2652,644204867972.6427,632692804659.817,717077527455.7286,658270086798.3352,716783055698.9043,683183866080.2429,725945001414.8386,742515694596.2616,750452446716.2711,822950114283.9512,897369319628.1638,870643022044.5172,857944538514.5852,825860824736.1875,877757545999.5184,897217034206.6821,896877323029.96,874685646204.0812,910321006687.6195,929491083851.8596,995586104332.0763,1038205011419.8893,1073081832098.5381,1144834557998.3784,1416969473843.6836,1805801641377.6313,4839526.9884114135
17,United States,USA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,47032684672.4305,43027814116.630455,46120931790.32097,44736777965.916985,47616392151.209625,49751270116.80409,54743843590.96967,56937998634.94723,60499418942.301025,63071020085.98362,205015051680.41306,211194350821.88538,209704718097.99026,226328976547.39502,229992371044.82086,227202291094.0524,246736503431.64465,263204589973.5048,281734482992.2959,296248350556.23035,291253887195.0613,306435564653.7146,312484380824.034,330819500090.11816,360366550144.4086,378693138922.31616,392246183135.02637,413420706307.94653,453545289032.6132,453387315066.0265,480484704584.97095,457118814640.69836,499835338694.709,505983194501.6309,524152261732.3976,518573238487.3602,521862389361.2652,644204867972.6427,632692804659.817,717077527455.7286,658270086798.3352,716783055698.9043,683183866080.2429,725945001414.8386,742515694596.2616,750452446716.2711,822950114283.9512,897369319628.1638,870643022044.5172,857944538514.5852,825860824736.1875,877757545999.5184,897217034206.6821,896877323029.96,874685646204.0812,910321006687.6195,929491083851.8596,995586104332.0763,1038205011419.8893,1073081832098.5381,1144834557998.3784,1416969473843.6836,1805801641377.6313,4839526.9884114135
18,United States,USA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,47032684672.4305,43027814116.630455,46120931790.32097,44736777965.916985,47616392151.209625,49751270116.80409,54743843590.96967,56937998634.94723,60499418942.301025,63071020085.98362,205015051680.41306,211194350821.88538,209704718097.99026,226328976547.39502,229992371044.82086,227202291094.0524,246736503431.64465,263204589973.5048,281734482992.2959,296248350556.23035,291253887195.0613,306435564653.7146,312484380824.034,330819500090.11816,360366550144.4086,378693138922.31616,392246183135.02637,413420706307.94653,453545289032.6132,453387315066.0265,480484704584.97095,457118814640.69836,499835338694.709,505983194501.6309,524152261732.3976,518573238487.3602,521862389361.2652,644204867972.6427,632692804659.817,717077527455.7286,658270086798.3352,716783055698.9043,683183866080.2429,725945001414.8386,742515694596.2616,750452446716.2711,822950114283.9512,897369319628.1638,870643022044.5172,857944538514.5852,825860824736.1875,877757545999.5184,897217034206.6821,896877323029.96,874685646204.0812,910321006687.6195,929491083851.8596,995586104332.0763,1038205011419.8893,1073081832098.5381,1144834557998.3784,1416969473843.6836,1805801641377.6313,4839526.9884114135
19,United States,USA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,33.50863346,44.79591314,44.861998185999994,45.863906318,46.432996376,47.41591827800001,47.825421637999995,49.277674430000005,49.776278768,50.354570206,83.17292175200001,60.23674047199999,82.87720739400001,54.767459081999995,62.55016555599999,91.3401947,65.624717912,66.165632064,84.44427209599999,90.649462892,96.46955490799999,95.01521328199999,97.375889762,96.308596526,96.65496350800001,95.35789875600001,98.01713401199999,98.424487306,88.651265052,88.49592969599999,96.83471229199999,97.713712488,95.841904904,98.203063894,98.281900028,97.82812489599999,96.39886296200001,98.46871902400001,97.90459272599999,98.080969472,96.78727880599999,96.898816392,96.538865306,96.45536604000002,97.406510988,99.43481,97.440509048,96.330013346,97.53828782999999,97.40679258600001,97.63436,96.38975,97.26517,97.50924,97.97434,94.60023,99.64003,95.55776,97.2119333,98.80563638800001,98.497124746,97.883815298,97.604835862,81.41757129999999
20,United States,USA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,33.50863346,44.79591314,44.861998185999994,45.863906318,46.432996376,47.41591827800001,47.825421637999995,49.277674430000005,49.776278768,50.354570206,83.17292175200001,60.23674047199999,82.87720739400001,63.99379008799999,62.550165556,91.3401947,65.624717912,66.165632064,84.44427209599999,90.649462892,96.46955490799999,95.01521328199999,97.375889762,96.308596526,96.65496350800001,95.35789875600001,98.01713401199999,98.424487306,88.651265052,88.49592969599999,96.83471229199999,97.713712488,95.841904904,98.203063894,98.281900028,97.82812489599999,96.398862962,98.46871902400001,97.90459272599999,98.080969472,96.78727880599999,96.898816392,96.538865306,96.45536603999999,97.406510988,99.73112,97.440509048,96.330013346,97.53828783000002,97.40679258600001,97.68334,96.93143,97.00534,97.27516,98.29023,95.00148,99.56904,95.51193,97.21193330000001,98.80563638800001,98.497124746,97.883815298,97.60483586199999,81.41757129999999
21,United States,USA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,33.50863346,44.79591314,44.861998185999994,45.863906318,46.432996376,47.41591827800001,47.825421637999995,49.277674430000005,49.776278768,50.354570206,83.17292175200001,60.23674047199999,82.87720739400001,54.767459081999995,62.55016555599999,91.3401947,65.624717912,66.165632064,84.44427209599999,90.649462892,95.731629944,95.015213282,97.375889762,96.308596526,96.65496350800001,95.35789875600001,98.01713401199999,98.424487306,88.651265052,88.49592969599999,96.83471229199999,97.713712488,95.841904904,98.203063894,95.619456514,97.82812489599999,96.39886296200001,98.46871902400001,97.90459272599999,98.080969472,96.78727880599999,96.898816392,96.538865306,96.45536604000002,96.81961355,99.1522,96.287957682,96.330013346,96.381150028,96.822622142,97.58749,95.8711,97.51406,97.73349,97.67179,94.21559,99.70812,95.60171,97.15361004799999,98.80563638800001,98.55123375000001,97.897737784,97.60483586199999,81.41757129999999
22,United States,USA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,2.2938087476,2.1430405059999997,3.6538108823999997,2.9822893042,3.5414252896000002,3.793427509,3.8418835572,2.2331731644,3.165300093,2.4821068906,1.0974409496,2.66527306,5.437473101,5.464157086,-4.358921505,-0.353182966,5.029758235,4.033630307,5.136520659,-0.640552157,-2.25658716,4.291124934,1.174870555,3.2015783,8.09738572,4.168901184,3.504182248,3.621455675,5.784167806,2.317167658,1.326501206,0.326856993,3.467421081,2.278746705,4.466773945,3.351314443,4.340760241,5.418317218,5.912775578,4.166579374,3.820544707,1.522172123,1.472683139,1.922753916,3.844743186,2.752807714,3.761055256,0.320344187,-2.683324477,-1.074545267,4.313376111,2.049027574,3.850558031,1.410998273,3.34950618,3.542416208,1.058484266,2.707577631,2.909359313,2.262572114,-3.431090134,5.226583622,1.9611655918,2.8211615383999997
23,United States,USA,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,1709476000000.0,1753360000000.0,1865451800000.0,1951706800000.0,2070693600000.0,2212151000000.0,2369508800000.0,2443979000000.0,2585478800000.0,2694190000000.0,4622030000000.0,4745220000000.0,5003240000000.0,5276630000000.0,5046620000000.0,5028800000000.0,5281740000000.0,5494780000000.0,5777020000000.0,5740020000000.0,5610490000000.0,5851240000000.0,5919990000000.0,6109520000000.0,6604230000000.0,6879560000000.0,7120630000000.0,7378500000000.0,7805280000000.0,7986140000000.0,8092080000000.0,8118530000000.0,8400030000000.0,8591450000000.0,8975210000000.0,9276000000000.0,9678650000000.0,10203100000000.0,10806300000000.0,11256600000000.0,11686700000000.0,11864600000000.0,12039300000000.0,12270800000000.0,12742600000000.0,13093300000000.0,13585800000000.0,13629300000000.0,13263600000000.0,13121100000000.0,13687000000000.0,13967500000000.0,14505300000000.0,14710000000000.0,15202700000000.0,15741200000000.0,15907800000000.0,16338600000000.0,16813900000000.0,17194300000000.0,16604400000000.0,17472200000000.0,19617740000000.0,35568141.883142486
24,United States,USA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,501127800000.0,522634600000.0,563217200000.0,597373200000.0,642584600000.0,697500400000.0,759117400000.0,806735000000.0,882196600000.0,945026400000.0,933693000000.0,1009810000000.0,1114140000000.0,1245860000000.0,1309180000000.0,1410500000000.0,1571820000000.0,1750490000000.0,1979580000000.0,2142040000000.0,2298860000000.0,2627860000000.0,2790090000000.0,2985640000000.0,3368500000000.0,3608130000000.0,3807530000000.0,4058370000000.0,4440660000000.0,4723760000000.0,4968810000000.0,5131530000000.0,5436950000000.0,5690460000000.0,6079150000000.0,6419100000000.0,6822670000000.0,7308350000000.0,7800490000000.0,8255240000000.0,8794140000000.0,9087320000000.0,9349460000000.0,9734670000000.0,10404900000000.0,11068400000000.0,11852100000000.0,12207600000000.0,12214100000000.0,12009900000000.0,12722100000000.0,13296400000000.0,14049400000000.0,14448700000000.0,15165800000000.0,15741200000000.0,16012800000000.0,16734700000000.0,17602900000000.0,18261800000000.0,17860100000000.0,19593000000000.0,23725800000000.0,35568141.883142486
25,United States,USA,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.207197433,2.1772084977999997,3.6753944830000003,3.4254543896,3.8661097926000005,3.9982195220000003,4.0596227716,2.3095902572,3.1445638736,2.4506739412,1.1516116408000001,1.375412675,4.314761128,4.46231503,-5.228776161,-1.330858903,4.036471095,2.992533493,4.028403412,-1.731031534,-3.19003729,3.272601881,0.214935625,2.262226403,7.165499851,3.249908045,2.552040149,2.699383858,4.827996162,1.355427156,0.188306771,-1.004854028,2.042351109,0.93887108,3.19352484,2.127918808,3.133881807,4.156732263,4.685303279,2.977234757,2.671665912,0.522321304,0.535576087,1.050500284,2.888110306,1.810072886,2.765343526,-0.629235037,-3.59946955,-1.937986337,3.451554798,1.310037503,3.091498034,0.710790283,2.594353057,2.782918226,0.328784789,2.059855357,2.369031507,1.797946211,-4.357874493,5.061773253,1.8838868009999998,2.8211615384
26,United States,USA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,9461.812990999999,9545.1674008,10000.0312792,10312.3140484,10791.503958000001,11385.682276000001,12054.2899184,12299.182150800001,12881.233452,13292.6096692,22540.78357,22850.81237,23836.77033,24900.44212,23598.45374,23284.39162,24224.25935,24949.17843,25954.23198,25504.95604,24691.33843,25499.38764,25554.19491,26132.28865,28004.79776,28914.92793,29652.8485,30453.29271,31923.57651,32356.27734,32417.2064,32091.46079,32746.8811,33054.33209,34109.9304,34835.76203,35927.47363,37420.88252,39174.16436,40340.47119,41418.23381,41634.57007,41857.55487,42297.2686,43518.86038,44306.58347,45531.81271,45245.31059,43616.71941,42771.43335,44247.71281,44827.37444,46213.21184,46541.69086,47749.14664,49077.96634,49239.32723,50253.58615,51444.10944,52369.04686,50086.86952,52622.15329,66433.950512,73.128342488
27,United States,USA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,6444.716680799999,6530.893035,3493.4229379999997,3649.5621692,3865.5611213999996,4124.9086634,4449.0459908,4658.9591366,5048.724442600001,5420.2730356,4553.443166,4862.801957,5308.059146,5879.222097,6121.835494,6530.889097,7209.041869,7948.156401,8893.574278,9517.841073,10117.11807,11452.0575,12043.7069,12770.51649,14283.90477,15165.04548,15855.90101,16750.11097,18162.28725,19138.55689,19905.26284,20284.23992,21195.53703,21893.2226,23103.5614,24106.77323,25325.97471,26804.18722,28277.59509,29584.42158,31166.93814,31888.81803,32505.7038,33555.33896,35535.1869,37454.47225,39721.62665,40525.81975,40165.55098,39149.31115,41128.27455,42673.67929,44760.64515,45715.10837,47633.25178,49077.96634,49564.35198,51472.05801,53858.12998,55620.4039,53874.65908,59009.45484,76740.856398,74.333342488
